Index,HexValue,DecimalValue,Timestamp
6524,B639,46649,2026-04-04 23:59:25.273
6525,5CD6,23766,2026-04-04 23:59:25.276
6526,7FCA,32714,2026-04-04 23:59:25.279
6527,28F3,10483,2026-04-04 23:59:25.282
6528,41E5,16869,2026-04-04 23:59:25.285
6529,046A,1130,2026-04-04 23:59:25.288
6530,0051,81,2026-04-04 23:59:25.291
6531,8004,32772,2026-04-04 23:59:25.295
6532,58D0,22736,2026-04-04 23:59:25.298
6533,8A1E,35358,2026-04-04 23:59:25.301
6534,DEE8,57064,2026-04-04 23:59:25.304
6535,660F,26127,2026-04-04 23:59:25.307
6536,3585,13701,2026-04-04 23:59:25.310
6537,0D84,3460,2026-04-04 23:59:25.313
6538,24C1,9409,2026-04-04 23:59:25.317
6539,CC20,52256,2026-04-04 23:59:25.320
6540,6F74,28532,2026-04-04 23:59:25.323
6541,03F5,1013,2026-04-04 23:59:25.326
6542,E6D3,59091,2026-04-04 23:59:25.329
6543,6AE7,27367,2026-04-04 23:59:25.332
6544,C5B0,50608,2026-04-04 23:59:25.335
6545,35DE,13790,2026-04-04 23:59:25.338
6546,3D22,15650,2026-04-04 23:59:25.342
6547,82A1,33441,2026-04-04 23:59:25.345
6548,5C0B,23563,2026-04-04 23:59:25.348
6549,F3F7,62455,2026-04-04 23:59:25.351
6550,94E0,38112,2026-04-04 23:59:25.354
6551,B89B,47259,2026-04-04 23:59:25.357
6552,ACB8,44216,2026-04-04 23:59:25.360
6553,5A5C,23132,2026-04-04 23:59:25.364
6554,DEDE,57054,2026-04-04 23:59:25.367
6555,F13B,61755,2026-04-04 23:59:25.370
6556,53E6,21478,2026-04-04 23:59:25.373
6557,C8B2,51378,2026-04-04 23:59:25.376
6558,6428,25640,2026-04-04 23:59:25.379
6559,0383,899,2026-04-04 23:59:25.382
6560,D65F,54879,2026-04-04 23:59:25.386
6561,5144,20804,2026-04-04 23:59:25.389
6562,194B,6475,2026-04-04 23:59:25.392
6563,250C,9484,2026-04-04 23:59:25.395
6564,0994,2452,2026-04-04 23:59:25.398
6565,9D53,40275,2026-04-04 23:59:25.401
6566,3A09,14857,2026-04-04 23:59:25.404
6567,C8BD,51389,2026-04-04 23:59:25.408
6568,4244,16964,2026-04-04 23:59:25.411
6569,A5E2,42466,2026-04-04 23:59:25.414
6570,4D42,19778,2026-04-04 23:59:25.417
6571,56DC,22236,2026-04-04 23:59:25.420
6572,5871,22641,2026-04-04 23:59:25.423
6573,8CE2,36066,2026-04-04 23:59:25.426
6574,AAC5,43717,2026-04-04 23:59:25.430
6575,209C,8348,2026-04-04 23:59:25.433
6576,536A,21354,2026-04-04 23:59:25.436
6577,AC54,44116,2026-04-04 23:59:25.439
6578,D36B,54123,2026-04-04 23:59:25.442
6579,C01F,49183,2026-04-04 23:59:25.445
6580,FD50,64848,2026-04-04 23:59:25.448
6581,9091,37009,2026-04-04 23:59:25.452
6582,31DD,12765,2026-04-04 23:59:25.455
6583,5A8E,23182,2026-04-04 23:59:25.458
6584,DBD3,56275,2026-04-04 23:59:25.461
6585,E938,59704,2026-04-04 23:59:25.464
6586,947D,38013,2026-04-04 23:59:25.467
6587,E518,58648,2026-04-04 23:59:25.470
6588,2F81,12161,2026-04-04 23:59:25.474
6589,C4FA,50426,2026-04-04 23:59:25.477
6590,4DC1,19905,2026-04-04 23:59:25.480
6591,1028,4136,2026-04-04 23:59:25.483
6592,19BD,6589,2026-04-04 23:59:25.486
6593,0B57,2903,2026-04-04 23:59:25.489
6594,5D9C,23964,2026-04-04 23:59:25.492
6595,8B53,35667,2026-04-04 23:59:25.496
6596,B1EA,45546,2026-04-04 23:59:25.499
6597,BC16,48150,2026-04-04 23:59:25.502
6598,1791,6033,2026-04-04 23:59:25.505
6599,2A00,10752,2026-04-04 23:59:25.508
6600,361C,13852,2026-04-04 23:59:25.511
6601,BE7D,48765,2026-04-04 23:59:25.514
6602,EE8E,61070,2026-04-04 23:59:25.518
6603,473C,18236,2026-04-04 23:59:25.521
6604,883F,34879,2026-04-04 23:59:25.524
6605,C826,51238,2026-04-04 23:59:25.527
6606,D9F7,55799,2026-04-04 23:59:25.530
6607,7481,29825,2026-04-04 23:59:25.533
6608,1B45,6981,2026-04-04 23:59:25.536
6609,59E7,23015,2026-04-04 23:59:25.540
6610,E754,59220,2026-04-04 23:59:25.543
6611,E324,58148,2026-04-04 23:59:25.546
6612,4357,17239,2026-04-04 23:59:25.549
6613,A9FB,43515,2026-04-04 23:59:25.552
6614,93D0,37840,2026-04-04 23:59:25.555
6615,B0C6,45254,2026-04-04 23:59:25.558
6616,757B,30075,2026-04-04 23:59:25.562
6617,6448,25672,2026-04-04 23:59:25.565
6618,0C17,3095,2026-04-04 23:59:25.568
6619,4566,17766,2026-04-04 23:59:25.571
6620,4730,18224,2026-04-04 23:59:25.574
6621,1C0D,7181,2026-04-04 23:59:25.577
6622,420C,16908,2026-04-04 23:59:25.580
6623,A9C8,43464,2026-04-04 23:59:25.584
6624,7098,28824,2026-04-04 23:59:25.587
6625,7C26,31782,2026-04-04 23:59:25.590
6626,2DCC,11724,2026-04-04 23:59:25.593
6627,705C,28764,2026-04-04 23:59:25.596
6628,0267,615,2026-04-04 23:59:25.599
6629,E047,57415,2026-04-04 23:59:25.602
6630,3FCE,16334,2026-04-04 23:59:25.606
6631,BB99,48025,2026-04-04 23:59:25.609
6632,0A11,2577,2026-04-04 23:59:25.612
6633,5FAF,24495,2026-04-04 23:59:25.615
6634,6022,24610,2026-04-04 23:59:25.618
6635,E1A4,57764,2026-04-04 23:59:25.621
6636,E6E4,59108,2026-04-04 23:59:25.624
6637,AAE8,43752,2026-04-04 23:59:25.628
6638,FC4E,64590,2026-04-04 23:59:25.631
6639,6E33,28211,2026-04-04 23:59:25.634
6640,1BD2,7122,2026-04-04 23:59:25.637
6641,9990,39312,2026-04-04 23:59:25.640
6642,C474,50292,2026-04-04 23:59:25.643
6643,4B4B,19275,2026-04-04 23:59:25.646
6644,FA2F,64047,2026-04-04 23:59:25.650
6645,B5D9,46553,2026-04-04 23:59:25.653
6646,BE0D,48653,2026-04-04 23:59:25.656
6647,967A,38522,2026-04-04 23:59:25.659
6648,110A,4362,2026-04-04 23:59:25.662
6649,5BB8,23480,2026-04-04 23:59:25.665
6650,47B5,18357,2026-04-04 23:59:25.668
6651,6150,24912,2026-04-04 23:59:25.672
6652,6C60,27744,2026-04-04 23:59:25.675
6653,68CC,26828,2026-04-04 23:59:25.678
6654,A1C5,41413,2026-04-04 23:59:25.681
6655,BE93,48787,2026-04-04 23:59:25.684
6656,A95E,43358,2026-04-04 23:59:25.687
6657,5B57,23383,2026-04-04 23:59:25.690
6658,7378,29560,2026-04-04 23:59:25.693
6659,084C,2124,2026-04-04 23:59:25.697
6660,E152,57682,2026-04-04 23:59:25.700
6661,4755,18261,2026-04-04 23:59:25.703
6662,D94C,55628,2026-04-04 23:59:25.706
6663,493F,18751,2026-04-04 23:59:25.709
6664,11A2,4514,2026-04-04 23:59:25.712
6665,F27B,62075,2026-04-04 23:59:25.715
6666,011F,287,2026-04-04 23:59:25.719
6667,8E08,36360,2026-04-04 23:59:25.722
6668,828E,33422,2026-04-04 23:59:25.725
6669,F9FD,63997,2026-04-04 23:59:25.728
6670,2A1D,10781,2026-04-04 23:59:25.731
6671,94B8,38072,2026-04-04 23:59:25.734
6672,B732,46898,2026-04-04 23:59:25.737
6673,BF55,48981,2026-04-04 23:59:25.741
6674,27B6,10166,2026-04-04 23:59:25.744
6675,972F,38703,2026-04-04 23:59:25.747
6676,3DA5,15781,2026-04-04 23:59:25.750
6677,9269,37481,2026-04-04 23:59:25.753
6678,1CAA,7338,2026-04-04 23:59:25.756
6679,03EC,1004,2026-04-04 23:59:25.759
6680,189B,6299,2026-04-04 23:59:25.763
6681,BF9C,49052,2026-04-04 23:59:25.766
6682,D192,53650,2026-04-04 23:59:25.769
6683,5086,20614,2026-04-04 23:59:25.772
6684,F6E4,63204,2026-04-04 23:59:25.775
6685,B57D,46461,2026-04-04 23:59:25.778
6686,11C1,4545,2026-04-04 23:59:25.781
6687,ABA3,43939,2026-04-04 23:59:25.785
6688,7C44,31812,2026-04-04 23:59:25.788
6689,C60A,50698,2026-04-04 23:59:25.791
6690,9A83,39555,2026-04-04 23:59:25.794
6691,19A4,6564,2026-04-04 23:59:25.797
6692,8F41,36673,2026-04-04 23:59:25.800
6693,8EE0,36576,2026-04-04 23:59:25.803
6694,0534,1332,2026-04-04 23:59:25.807
6695,2F7B,12155,2026-04-04 23:59:25.810
6696,34C6,13510,2026-04-04 23:59:25.813
6697,23F2,9202,2026-04-04 23:59:25.816
6698,85F2,34290,2026-04-04 23:59:25.819
6699,7048,28744,2026-04-04 23:59:25.822
6700,149F,5279,2026-04-04 23:59:25.825
6701,18B7,6327,2026-04-04 23:59:25.829
6702,9959,39257,2026-04-04 23:59:25.832
6703,F2B4,62132,2026-04-04 23:59:25.835
6704,D274,53876,2026-04-04 23:59:25.838
6705,60F8,24824,2026-04-04 23:59:25.841
6706,B873,47219,2026-04-04 23:59:25.844
6707,6424,25636,2026-04-04 23:59:25.847
6708,5CE2,23778,2026-04-04 23:59:25.851
6709,0D13,3347,2026-04-04 23:59:25.854
6710,40DA,16602,2026-04-04 23:59:25.857
6711,C088,49288,2026-04-04 23:59:25.860
6712,8952,35154,2026-04-04 23:59:25.863
6713,3D00,15616,2026-04-04 23:59:25.866
6714,47E4,18404,2026-04-04 23:59:25.869
6715,940C,37900,2026-04-04 23:59:25.873
6716,7B35,31541,2026-04-04 23:59:25.876
6717,3AC3,15043,2026-04-04 23:59:25.879
6718,6D10,27920,2026-04-04 23:59:25.882
6719,41F7,16887,2026-04-04 23:59:25.885
6720,A308,41736,2026-04-04 23:59:25.888
6721,8D93,36243,2026-04-04 23:59:25.891
6722,8E29,36393,2026-04-04 23:59:25.895
6723,4D2C,19756,2026-04-04 23:59:25.898
6724,67FB,26619,2026-04-04 23:59:25.901
6725,0158,344,2026-04-04 23:59:25.904
6726,D743,55107,2026-04-04 23:59:25.907
6727,D418,54296,2026-04-04 23:59:25.910
6728,F595,62869,2026-04-04 23:59:25.913
6729,2182,8578,2026-04-04 23:59:25.917
6730,B5EA,46570,2026-04-04 23:59:25.920
6731,E098,57496,2026-04-04 23:59:25.923
6732,2322,8994,2026-04-04 23:59:25.926
6733,05E9,1513,2026-04-04 23:59:25.929
6734,E77A,59258,2026-04-04 23:59:25.932
6735,2757,10071,2026-04-04 23:59:25.935
6736,9D8C,40332,2026-04-04 23:59:25.939
6737,9539,38201,2026-04-04 23:59:25.942
6738,3B17,15127,2026-04-04 23:59:25.945
6739,ECE5,60645,2026-04-04 23:59:25.948
6740,3688,13960,2026-04-04 23:59:25.951
6741,350A,13578,2026-04-04 23:59:25.954
6742,D555,54613,2026-04-04 23:59:25.957
6743,6E87,28295,2026-04-04 23:59:25.961
6744,F9E8,63976,2026-04-04 23:59:25.964
6745,3933,14643,2026-04-04 23:59:25.967
6746,A518,42264,2026-04-04 23:59:25.970
6747,840D,33805,2026-04-04 23:59:25.973
6748,34DB,13531,2026-04-04 23:59:25.976
6749,21AC,8620,2026-04-04 23:59:25.979
6750,9DD1,40401,2026-04-04 23:59:25.983
6751,FC04,64516,2026-04-04 23:59:25.986
6752,6427,25639,2026-04-04 23:59:25.989
6753,5927,22823,2026-04-04 23:59:25.992
6754,83D6,33750,2026-04-04 23:59:25.995
6755,7B07,31495,2026-04-04 23:59:25.998
6756,CE9C,52892,2026-04-04 23:59:26.001
6757,B076,45174,2026-04-04 23:59:26.005
6758,2E97,11927,2026-04-04 23:59:26.008
6759,0E40,3648,2026-04-04 23:59:26.011
6760,D4BC,54460,2026-04-04 23:59:26.014
6761,5521,21793,2026-04-04 23:59:26.017
6762,343E,13374,2026-04-04 23:59:26.020
6763,CDF3,52723,2026-04-04 23:59:26.023
6764,334A,13130,2026-04-04 23:59:26.027
6765,D0CB,53451,2026-04-04 23:59:26.030
6766,63F5,25589,2026-04-04 23:59:26.033
6767,3AF5,15093,2026-04-04 23:59:26.036
6768,AFAA,44970,2026-04-04 23:59:26.039
6769,7694,30356,2026-04-04 23:59:26.042
6770,9BD8,39896,2026-04-04 23:59:26.045
6771,9309,37641,2026-04-04 23:59:26.048
6772,49E8,18920,2026-04-04 23:59:26.052
6773,70F8,28920,2026-04-04 23:59:26.055
6774,4DB6,19894,2026-04-04 23:59:26.058
6775,9BA2,39842,2026-04-04 23:59:26.061
6776,448A,17546,2026-04-04 23:59:26.064
6777,304C,12364,2026-04-04 23:59:26.067
6778,68E8,26856,2026-04-04 23:59:26.070
6779,B01F,45087,2026-04-04 23:59:26.074
6780,4848,18504,2026-04-04 23:59:26.077
6781,2264,8804,2026-04-04 23:59:26.080
6782,AB53,43859,2026-04-04 23:59:26.083
6783,B139,45369,2026-04-04 23:59:26.086
6784,24D6,9430,2026-04-04 23:59:26.089
6785,EB12,60178,2026-04-04 23:59:26.092
6786,D68D,54925,2026-04-04 23:59:26.096
6787,D16B,53611,2026-04-04 23:59:26.099
6788,652A,25898,2026-04-04 23:59:26.102
6789,898A,35210,2026-04-04 23:59:26.105
6790,08CD,2253,2026-04-04 23:59:26.108
6791,0508,1288,2026-04-04 23:59:26.111
6792,4B5D,19293,2026-04-04 23:59:26.114
6793,1685,5765,2026-04-04 23:59:26.118
6794,C5DE,50654,2026-04-04 23:59:26.121
6795,BC84,48260,2026-04-04 23:59:26.124
6796,71B7,29111,2026-04-04 23:59:26.127
6797,8216,33302,2026-04-04 23:59:26.130
6798,B618,46616,2026-04-04 23:59:26.133
6799,8F66,36710,2026-04-04 23:59:26.136
6800,DB19,56089,2026-04-04 23:59:26.140
6801,0599,1433,2026-04-04 23:59:26.143
6802,0D41,3393,2026-04-04 23:59:26.146
6803,0B0E,2830,2026-04-04 23:59:26.149
6804,F06E,61550,2026-04-04 23:59:26.152
6805,E0DF,57567,2026-04-04 23:59:26.155
6806,1175,4469,2026-04-04 23:59:26.158
6807,F280,62080,2026-04-04 23:59:26.162
6808,8D2C,36140,2026-04-04 23:59:26.165
6809,C932,51506,2026-04-04 23:59:26.168
6810,315F,12639,2026-04-04 23:59:26.171
6811,5C1A,23578,2026-04-04 23:59:26.174
6812,D5D9,54745,2026-04-04 23:59:26.177
6813,EAC8,60104,2026-04-04 23:59:26.180
6814,C28A,49802,2026-04-04 23:59:26.184
6815,C733,50995,2026-04-04 23:59:26.187
6816,0C45,3141,2026-04-04 23:59:26.190
6817,3D17,15639,2026-04-04 23:59:26.193
6818,344B,13387,2026-04-04 23:59:26.196
6819,FBD6,64470,2026-04-04 23:59:26.199
6820,1E49,7753,2026-04-04 23:59:26.202
6821,801F,32799,2026-04-04 23:59:26.206
6822,AD1B,44315,2026-04-04 23:59:26.209
6823,4EC9,20169,2026-04-04 23:59:26.212
6824,40FC,16636,2026-04-04 23:59:26.215
6825,5068,20584,2026-04-04 23:59:26.218
6826,0ECC,3788,2026-04-04 23:59:26.221
6827,1228,4648,2026-04-04 23:59:26.224
6828,984E,38990,2026-04-04 23:59:26.228
6829,6425,25637,2026-04-04 23:59:26.231
6830,0D37,3383,2026-04-04 23:59:26.234
6831,C4B2,50354,2026-04-04 23:59:26.237
6832,F150,61776,2026-04-04 23:59:26.240
6833,1ADB,6875,2026-04-04 23:59:26.243
6834,ABFD,44029,2026-04-04 23:59:26.246
6835,80CA,32970,2026-04-04 23:59:26.250
6836,C542,50498,2026-04-04 23:59:26.253
6837,8F04,36612,2026-04-04 23:59:26.256
6838,3A1E,14878,2026-04-04 23:59:26.259
6839,C8B8,51384,2026-04-04 23:59:26.262
6840,A133,41267,2026-04-04 23:59:26.265
6841,2A45,10821,2026-04-04 23:59:26.268
6842,97AD,38829,2026-04-04 23:59:26.272
6843,62F0,25328,2026-04-04 23:59:26.275
6844,4572,17778,2026-04-04 23:59:26.278
6845,84DF,34015,2026-04-04 23:59:26.281
6846,CF26,53030,2026-04-04 23:59:26.284
6847,6FA0,28576,2026-04-04 23:59:26.287
6848,2774,10100,2026-04-04 23:59:26.290
6849,26A1,9889,2026-04-04 23:59:26.294
6850,62D7,25303,2026-04-04 23:59:26.297
6851,FE37,65079,2026-04-04 23:59:26.300
6852,B826,47142,2026-04-04 23:59:26.303
6853,3EB9,16057,2026-04-04 23:59:26.306
6854,4E4A,20042,2026-04-04 23:59:26.309
6855,EF53,61267,2026-04-04 23:59:26.312
6856,4312,17170,2026-04-04 23:59:26.316
6857,92CA,37578,2026-04-04 23:59:26.319
6858,0E1A,3610,2026-04-04 23:59:26.322
6859,2160,8544,2026-04-04 23:59:26.325
6860,4A88,19080,2026-04-04 23:59:26.328
6861,A556,42326,2026-04-04 23:59:26.331
6862,8A01,35329,2026-04-04 23:59:26.334
6863,8E5B,36443,2026-04-04 23:59:26.338
6864,8CF9,36089,2026-04-04 23:59:26.341
6865,22F7,8951,2026-04-04 23:59:26.344
6866,3385,13189,2026-04-04 23:59:26.347
6867,25E8,9704,2026-04-04 23:59:26.350
6868,8844,34884,2026-04-04 23:59:26.353
6869,96D2,38610,2026-04-04 23:59:26.356
6870,FABC,64188,2026-04-04 23:59:26.360
6871,6DDD,28125,2026-04-04 23:59:26.363
6872,05CF,1487,2026-04-04 23:59:26.366
6873,8CF2,36082,2026-04-04 23:59:26.369
6874,4356,17238,2026-04-04 23:59:26.372
6875,95AD,38317,2026-04-04 23:59:26.375
6876,2398,9112,2026-04-04 23:59:26.378
6877,C6DC,50908,2026-04-04 23:59:26.382
6878,38AC,14508,2026-04-04 23:59:26.385
6879,9E19,40473,2026-04-04 23:59:26.388
6880,A10B,41227,2026-04-04 23:59:26.391
6881,7557,30039,2026-04-04 23:59:26.394
6882,3E78,15992,2026-04-04 23:59:26.397
6883,8365,33637,2026-04-04 23:59:26.400
6884,E7B5,59317,2026-04-04 23:59:26.403
6885,3D36,15670,2026-04-04 23:59:26.407
6886,C451,50257,2026-04-04 23:59:26.410
6887,F72E,63278,2026-04-04 23:59:26.413
6888,ADC9,44489,2026-04-04 23:59:26.416
6889,EF71,61297,2026-04-04 23:59:26.419
6890,92E0,37600,2026-04-04 23:59:26.422
6891,E72E,59182,2026-04-04 23:59:26.425
6892,55B8,21944,2026-04-04 23:59:26.429
6893,5766,22374,2026-04-04 23:59:26.432
6894,50A4,20644,2026-04-04 23:59:26.435
6895,B508,46344,2026-04-04 23:59:26.438
6896,4A8A,19082,2026-04-04 23:59:26.441
6897,9088,37000,2026-04-04 23:59:26.444
6898,823F,33343,2026-04-04 23:59:26.447
6899,554F,21839,2026-04-04 23:59:26.451
6900,BD9B,48539,2026-04-04 23:59:26.454
6901,3F28,16168,2026-04-04 23:59:26.457
6902,5CF8,23800,2026-04-04 23:59:26.460
6903,CC63,52323,2026-04-04 23:59:26.463
6904,3B34,15156,2026-04-04 23:59:26.466
6905,3546,13638,2026-04-04 23:59:26.469
6906,ABFA,44026,2026-04-04 23:59:26.473
6907,C074,49268,2026-04-04 23:59:26.476
6908,C23A,49722,2026-04-04 23:59:26.479
6909,41D0,16848,2026-04-04 23:59:26.482
6910,4527,17703,2026-04-04 23:59:26.485
6911,3AAE,15022,2026-04-04 23:59:26.488
6912,BA97,47767,2026-04-04 23:59:26.491
6913,2A58,10840,2026-04-04 23:59:26.495
6914,5C9D,23709,2026-04-04 23:59:26.498
6915,5B2B,23339,2026-04-04 23:59:26.501
6916,DE41,56897,2026-04-04 23:59:26.504
6917,947A,38010,2026-04-04 23:59:26.507
6918,0923,2339,2026-04-04 23:59:26.510
6919,CDC5,52677,2026-04-04 23:59:26.513
6920,8A7F,35455,2026-04-04 23:59:26.517
6921,7E25,32293,2026-04-04 23:59:26.520
6922,F59B,62875,2026-04-04 23:59:26.523
6923,2C1C,11292,2026-04-04 23:59:26.526
6924,30C0,12480,2026-04-04 23:59:26.529
6925,530A,21258,2026-04-04 23:59:26.532
6926,41FE,16894,2026-04-04 23:59:26.535
6927,3AEB,15083,2026-04-04 23:59:26.539
6928,53C1,21441,2026-04-04 23:59:26.542
6929,3567,13671,2026-04-04 23:59:26.545
6930,B40E,46094,2026-04-04 23:59:26.548
6931,7A91,31377,2026-04-04 23:59:26.551
6932,ECFE,60670,2026-04-04 23:59:26.554
6933,1C0E,7182,2026-04-04 23:59:26.557
6934,B5E3,46563,2026-04-04 23:59:26.561
6935,8C95,35989,2026-04-04 23:59:26.564
6936,6DAB,28075,2026-04-04 23:59:26.567
6937,2EF2,12018,2026-04-04 23:59:26.570
6938,A021,40993,2026-04-04 23:59:26.573
6939,4FF8,20472,2026-04-04 23:59:26.576
6940,DCAC,56492,2026-04-04 23:59:26.579
6941,953C,38204,2026-04-04 23:59:26.583
6942,B5EE,46574,2026-04-04 23:59:26.586
6943,ABE2,44002,2026-04-04 23:59:26.589
6944,831A,33562,2026-04-04 23:59:26.592
6945,0C10,3088,2026-04-04 23:59:26.595
6946,5A4E,23118,2026-04-04 23:59:26.598
6947,6B23,27427,2026-04-04 23:59:26.601
6948,8C64,35940,2026-04-04 23:59:26.605
6949,C612,50706,2026-04-04 23:59:26.608
6950,0FE7,4071,2026-04-04 23:59:26.611
6951,6B2C,27436,2026-04-04 23:59:26.614
6952,DE33,56883,2026-04-04 23:59:26.617
6953,D1A5,53669,2026-04-04 23:59:26.620
6954,2E96,11926,2026-04-04 23:59:26.623
6955,CF74,53108,2026-04-04 23:59:26.627
6956,3CB2,15538,2026-04-04 23:59:26.630
6957,A673,42611,2026-04-04 23:59:26.633
6958,B582,46466,2026-04-04 23:59:26.636
6959,0401,1025,2026-04-04 23:59:26.639
6960,85DF,34271,2026-04-04 23:59:26.642
6961,F261,62049,2026-04-04 23:59:26.645
6962,3421,13345,2026-04-04 23:59:26.649
6963,A24C,41548,2026-04-04 23:59:26.652
6964,E0D2,57554,2026-04-04 23:59:26.655
6965,C30E,49934,2026-04-04 23:59:26.658
6966,70D8,28888,2026-04-04 23:59:26.661
6967,D67D,54909,2026-04-04 23:59:26.664
6968,76F5,30453,2026-04-04 23:59:26.667
6969,337F,13183,2026-04-04 23:59:26.671
6970,D25D,53853,2026-04-04 23:59:26.674
6971,F945,63813,2026-04-04 23:59:26.677
6972,4662,18018,2026-04-04 23:59:26.680
6973,D862,55394,2026-04-04 23:59:26.683
6974,CEA6,52902,2026-04-04 23:59:26.686
6975,4663,18019,2026-04-04 23:59:26.689
6976,42D8,17112,2026-04-04 23:59:26.693
6977,14C8,5320,2026-04-04 23:59:26.696
6978,0F96,3990,2026-04-04 23:59:26.699
6979,0E92,3730,2026-04-04 23:59:26.702
6980,C97E,51582,2026-04-04 23:59:26.705
6981,F4CF,62671,2026-04-04 23:59:26.708
6982,315E,12638,2026-04-04 23:59:26.711
6983,E182,57730,2026-04-04 23:59:26.715
6984,4859,18521,2026-04-04 23:59:26.718
6985,60CB,24779,2026-04-04 23:59:26.721
6986,AB31,43825,2026-04-04 23:59:26.724
6987,4B61,19297,2026-04-04 23:59:26.727
6988,0D3C,3388,2026-04-04 23:59:26.730
6989,D300,54016,2026-04-04 23:59:26.733
6990,5126,20774,2026-04-04 23:59:26.737
6991,B882,47234,2026-04-04 23:59:26.740
6992,1711,5905,2026-04-04 23:59:26.743
6993,8152,33106,2026-04-04 23:59:26.746
6994,EC2B,60459,2026-04-04 23:59:26.749
6995,86C2,34498,2026-04-04 23:59:26.752
6996,741B,29723,2026-04-04 23:59:26.755
6997,6653,26195,2026-04-04 23:59:26.758
6998,19E0,6624,2026-04-04 23:59:26.762
6999,1ED1,7889,2026-04-04 23:59:26.765
7000,F6F0,63216,2026-04-04 23:59:26.768
7001,2D05,11525,2026-04-04 23:59:26.771
7002,E09E,57502,2026-04-04 23:59:26.774
7003,BCF6,48374,2026-04-04 23:59:26.777
7004,F155,61781,2026-04-04 23:59:26.780
7005,76EA,30442,2026-04-04 23:59:26.784
7006,55D9,21977,2026-04-04 23:59:26.787
7007,E220,57888,2026-04-04 23:59:26.790
7008,B54A,46410,2026-04-04 23:59:26.793
7009,B82E,47150,2026-04-04 23:59:26.796
7010,7660,30304,2026-04-04 23:59:26.799
7011,5533,21811,2026-04-04 23:59:26.802
7012,25A9,9641,2026-04-04 23:59:26.806
7013,E2B8,58040,2026-04-04 23:59:26.809
7014,5301,21249,2026-04-04 23:59:26.812
7015,A2DB,41691,2026-04-04 23:59:26.815
7016,4FB3,20403,2026-04-04 23:59:26.818
7017,FC50,64592,2026-04-04 23:59:26.821
7018,4A0A,18954,2026-04-04 23:59:26.824
7019,393D,14653,2026-04-04 23:59:26.828
7020,0E28,3624,2026-04-04 23:59:26.831
7021,506B,20587,2026-04-04 23:59:26.834
7022,BB84,48004,2026-04-04 23:59:26.837
7023,7D0E,32014,2026-04-04 23:59:26.840
7024,883C,34876,2026-04-04 23:59:26.843
7025,0621,1569,2026-04-04 23:59:26.846
7026,5C9E,23710,2026-04-04 23:59:26.850
7027,9220,37408,2026-04-04 23:59:26.853
7028,61A1,24993,2026-04-04 23:59:26.856
7029,FDA6,64934,2026-04-04 23:59:26.859
7030,5CEE,23790,2026-04-04 23:59:26.862
7031,4C45,19525,2026-04-04 23:59:26.865
7032,38AF,14511,2026-04-04 23:59:26.868
7033,C6EA,50922,2026-04-04 23:59:26.872
7034,214D,8525,2026-04-04 23:59:26.875
7035,6A4C,27212,2026-04-04 23:59:26.878
7036,7AC2,31426,2026-04-04 23:59:26.881
7037,BFBE,49086,2026-04-04 23:59:26.884
7038,5BCB,23499,2026-04-04 23:59:26.887
7039,4872,18546,2026-04-04 23:59:26.890
7040,A048,41032,2026-04-04 23:59:26.894
7041,A196,41366,2026-04-04 23:59:26.897
7042,EE7F,61055,2026-04-04 23:59:26.900
7043,07F3,2035,2026-04-04 23:59:26.903
7044,9DDD,40413,2026-04-04 23:59:26.906
7045,E9B5,59829,2026-04-04 23:59:26.909
7046,B8CA,47306,2026-04-04 23:59:26.912
7047,2DD9,11737,2026-04-04 23:59:26.916
7048,8A21,35361,2026-04-04 23:59:26.919
7049,8441,33857,2026-04-04 23:59:26.922
7050,5C01,23553,2026-04-04 23:59:26.925
7051,9C59,40025,2026-04-04 23:59:26.928
7052,E7CC,59340,2026-04-04 23:59:26.931
7053,FF34,65332,2026-04-04 23:59:26.934
7054,088A,2186,2026-04-04 23:59:26.938
7055,DEC0,57024,2026-04-04 23:59:26.941
7056,2122,8482,2026-04-04 23:59:26.944
7057,F097,61591,2026-04-04 23:59:26.947
7058,7FE7,32743,2026-04-04 23:59:26.950
7059,3888,14472,2026-04-04 23:59:26.953
7060,4ED0,20176,2026-04-04 23:59:26.956
7061,494B,18763,2026-04-04 23:59:26.960
7062,8A49,35401,2026-04-04 23:59:26.963
7063,CB8F,52111,2026-04-04 23:59:26.966
7064,F3B4,62388,2026-04-04 23:59:26.969
7065,2225,8741,2026-04-04 23:59:26.972
7066,A87D,43133,2026-04-04 23:59:26.975
7067,C0B6,49334,2026-04-04 23:59:26.978
7068,7BB2,31666,2026-04-04 23:59:26.982
7069,6A0C,27148,2026-04-04 23:59:26.985
7070,CF99,53145,2026-04-04 23:59:26.988
7071,D615,54805,2026-04-04 23:59:26.991
7072,6159,24921,2026-04-04 23:59:26.994
7073,5F83,24451,2026-04-04 23:59:26.997
7074,7D74,32116,2026-04-04 23:59:27.000
7075,52A1,21153,2026-04-04 23:59:27.004
7076,DCB5,56501,2026-04-04 23:59:27.007
7077,A47A,42106,2026-04-04 23:59:27.010
7078,2BB0,11184,2026-04-04 23:59:27.013
7079,DB20,56096,2026-04-04 23:59:27.016
7080,AB21,43809,2026-04-04 23:59:27.019
7081,A159,41305,2026-04-04 23:59:27.022
7082,2A5B,10843,2026-04-04 23:59:27.026
7083,064A,1610,2026-04-04 23:59:27.029
